GeneSym	GeneID	GrantCount	WeightSum	CumulProbCounts	CumulProbWeightSum
SERF2	10169	26	1.321761	0.637242	0.094719
SERGEF	26297	11	0.000000	0.414531	0.000349
SERHL	94009	10	0.000000	0.395594	0.000349
SERHL2	253190	24	0.000000	0.613662	0.000349
SERINC1	57515	19	0.000000	0.547785	0.000349
SERINC2	347735	53	3.371662	0.817354	0.241075
SERINC3	10955	41	0.000000	0.759352	0.000349
SERINC4	619189	3	0.000000	0.150657	0.000349
SERINC5	256987	10	1.165379	0.395594	0.083554
SERP1	27230	32	1.468767	0.695842	0.105215
SERP2	387923	16	0.000580	0.503287	0.000391
SERPINA1	5265	211	72.101313	0.976428	0.975538
SERPINA10	51156	39	9.426316	0.746917	0.673358
SERPINA11	256394	10	0.047130	0.395594	0.003714
SERPINA12	145264	30	2.890983	0.676906	0.206756
SERPINA13P	388007	11	0.051946	0.414531	0.004058
SERPINA15P	101930744	6	0.000353	0.319738	0.000375
SERPINA2	390502	23	5.584246	0.601872	0.399047
SERPINA3	12	129	33.268608	0.942978	0.942020
SERPINA4	5267	50	5.449413	0.804759	0.389420
SERPINA5	5104	51	8.804421	0.808975	0.628957
SERPINA6	866	46	1.256270	0.786426	0.090043
SERPINA7	6906	44	6.103976	0.776245	0.436154
SERPINA7P1	100422644	6	0.000353	0.319738	0.000375
SERPINA9	327657	43	2.572894	0.771155	0.184046
SERPINB1	1992	37	9.717428	0.734198	0.694142
SERPINB10	5273	29	3.493438	0.667393	0.249770
SERPINB11	89778	25	6.411759	0.625452	0.458128
SERPINB12	89777	20	1.573470	0.562385	0.112690
SERPINB13	5275	40	7.360124	0.753135	0.525838
SERPINB2	5055	75	12.240383	0.878284	0.866782
SERPINB3	6317	40	5.136570	0.753135	0.367084
SERPINB4	6318	35	5.814974	0.718856	0.415520
SERPINB5	5268	53	20.560963	0.817354	0.906387
SERPINB6	5269	35	2.835811	0.718856	0.202817
SERPINB7	8710	31	0.957213	0.686418	0.068691
SERPINB8	5271	110	1.803208	0.927120	0.129093
SERPINB8P1	11029	10	0.000353	0.395594	0.000375
SERPINB9	5272	41	9.640523	0.759352	0.688652
SERPINB9P1	221756	10	0.000353	0.395594	0.000375
SERPINC1	462	51	19.126312	0.808975	0.899558
SERPIND1	3053	35	11.218040	0.718856	0.801281
SERPINE1	5054	473	150.782468	0.995413	0.990705
SERPINE2	5270	218	20.674923	0.977876	0.906930
SERPINE3	647174	6	0.000353	0.319738	0.000375
SERPINE4P	101930745	6	0.000353	0.319738	0.000375
SERPINF1	5176	135	36.534991	0.947060	0.948424
SERPINF2	5345	96	12.476836	0.911572	0.867907
SERPING1	710	89	23.255193	0.902134	0.919212
SERPINH1	871	193	10.727743	0.972025	0.766276
SERPINH1P1	158172	6	0.000353	0.319738	0.000375
SERPINI1	5274	41	6.766226	0.759352	0.483436
SERPINI2	5276	33	0.980945	0.703513	0.070386
SERTAD1	29950	29	0.964359	0.667393	0.069202
SERTAD2	9792	48	3.874869	0.796329	0.277003
SERTAD3	29946	27	0.483735	0.648368	0.034887
SERTAD4	56256	12	0.000000	0.432283	0.000349
SERTAD4-AS1	574036	3	0.000000	0.150657	0.000349
SERTM1	400120	6	0.000000	0.319738	0.000349
SESN1	27244	15	1.745216	0.485536	0.124952
SESN2	83667	41	9.953155	0.759352	0.710972
SESN3	143686	46	9.513493	0.786426	0.679582
SESTD1	91404	24	0.506420	0.613662	0.036506
SET	6418	147	30.639218	0.954165	0.936755
SETBP1	26040	33	6.687782	0.703513	0.477835
SETD1A	9739	66	9.469347	0.857838	0.676430
SETD1B	23067	24	1.049868	0.613662	0.075307
SETD2	29072	65	15.239609	0.855287	0.881058
SETD3	84193	24	0.000000	0.613662	0.000349
SETD4	54093	16	0.000000	0.503287	0.000349
SETD5	55209	20	0.000000	0.562385	0.000349
SETD6	79918	22	4.738624	0.590082	0.338672
SETD7	80854	62	16.023736	0.847024	0.884790
SETD8	387893	71	12.007752	0.869777	0.857664
SETD8P1	57108	11	2.268973	0.414531	0.162347
SETD9	133383	14	0.891449	0.467785	0.063996
SETDB1	9869	147	23.114452	0.954165	0.918542
SETDB2	83852	21	1.976587	0.576985	0.141471
SETMAR	6419	38	15.045469	0.740700	0.880134
SETP14	389168	3	0.005197	0.150657	0.000721
SETP4	642869	3	0.000000	0.150657	0.000349
SETX	23064	39	6.281823	0.746917	0.448851
SEZ6	124925	3	0.000000	0.150657	0.000349
SEZ6L	23544	112	0.048642	0.929020	0.003822
SEZ6L2	26470	22	2.671471	0.590082	0.191084
SF1	7536	151	10.396581	0.956231	0.742632
SF3A1	10291	81	2.528454	0.889411	0.180873
SF3A2	8175	33	2.542962	0.703513	0.181909
SF3A3	10946	43	0.552738	0.771155	0.039813
SF3B1	23451	85	20.858560	0.896088	0.907804
SF3B2	10992	57	4.053467	0.831468	0.289754
SF3B3	23450	55	1.283700	0.824411	0.092002
SF3B4	10262	151	3.278071	0.956231	0.234393
SF3B5	83443	14	0.000000	0.467785	0.000349
SF3B6	51639	27	0.552738	0.648368	0.039813
SFI1	9814	11	0.358185	0.414531	0.025923
SFMBT1	51460	113	1.702198	0.929944	0.121881
SFMBT2	57713	16	0.000000	0.503287	0.000349
SFN	2810	116	20.253959	0.932703	0.904926
SFPQ	6421	104	21.348462	0.920920	0.910136
SFR1	119392	40	2.042546	0.753135	0.146181
SFRP1	6422	81	27.461445	0.889411	0.930393
SFRP2	6423	79	14.123795	0.885982	0.875747
SFRP4	6424	47	5.831002	0.791516	0.416664
SFRP5	6425	37	8.497161	0.734198	0.607019
SFSWAP	6433	12	0.552738	0.432283	0.039813
SFT2D1	113402	14	0.000000	0.467785	0.000349
SFT2D2	375035	15	0.000000	0.485536	0.000349
SFT2D3	84826	4	0.000000	0.210647	0.000349
SFTA1P	207107	2	0.000000	0.090667	0.000349
SFTA2	389376	25	0.000000	0.625452	0.000349
SFTA3	253970	11	2.887827	0.414531	0.206531
SFTPA1	653509	106	57.275922	0.923077	0.967750
SFTPA2	729238	49	16.712276	0.800544	0.888068
SFTPA3P	100288405	2	1.097732	0.090667	0.078724
SFTPB	6439	136	55.241561	0.947715	0.966334
SFTPC	6440	101	60.821278	0.917590	0.970177
SFTPD	6441	175	56.734682	0.966408	0.967373
SFXN1	94081	50	0.995112	0.804759	0.071397
SFXN2	118980	68	0.142152	0.862938	0.010499
SFXN3	81855	36	0.000000	0.726527	0.000349
SFXN4	119559	54	3.483132	0.820883	0.249034
SFXN5	94097	24	0.000000	0.613662	0.000349
SGCA	6442	28	5.784291	0.657881	0.413329
SGCB	6443	16	3.678090	0.503287	0.262953
SGCD	6444	40	6.335198	0.753135	0.452662
SGCE	8910	9	4.144961	0.376630	0.296286
SGCG	6445	84	14.242692	0.894505	0.876313
SGCZ	137868	28	1.433962	0.657881	0.102730
SGIP1	84251	52	6.950634	0.813190	0.496602
SGK1	6446	131	47.652578	0.944403	0.960701
SGK2	10110	15	0.093342	0.485536	0.007014
SGK223	157285	9	0.730822	0.376630	0.052528
SGK3	23678	35	5.335848	0.718856	0.381312
SGK494	124923	10	0.000000	0.395594	0.000349
SGMS1	259230	47	5.827131	0.791516	0.416388
SGMS2	166929	15	2.755637	0.485536	0.197093
SGOL1	151648	53	5.386169	0.817354	0.384904
SGOL1-AS1	100874028	16	0.382766	0.503287	0.027678
SGOL2	151246	16	0.140872	0.503287	0.010407
SGPL1	8879	67	8.053821	0.860388	0.575366
SGPP1	81537	37	2.928110	0.734198	0.209407
SGPP2	130367	23	2.247153	0.601872	0.160789
SGSH	6448	18	0.000000	0.533185	0.000349
SGSM1	129049	18	0.586167	0.533185	0.042200
SGSM2	9905	44	0.614663	0.776245	0.044234
SGSM3	27352	23	1.592436	0.601872	0.114044
SGTA	6449	66	8.900291	0.857838	0.635801
SGTB	54557	15	0.000000	0.485536	0.000349
SH2B1	25970	220	15.983704	0.978272	0.884600
SH2B2	10603	11	2.896493	0.414531	0.207150
SH2B3	10019	285	10.228516	0.987094	0.730632
SH2D1A	4068	63	17.424743	0.850008	0.891459
SH2D1B	117157	38	4.489997	0.740700	0.320921
SH2D2A	9047	30	4.608678	0.676906	0.329394
SH2D3A	10045	13	0.978053	0.450034	0.070179
SH2D3C	10044	34	2.868096	0.711184	0.205122
SH2D4A	63898	36	0.924599	0.726527	0.066363
SH2D4B	387694	6	1.415394	0.319738	0.101404
SH2D5	400745	1	0.000000	0.030678	0.000349
SH2D6	284948	7	0.000000	0.338702	0.000349
SH3BGR	6450	14	0.000000	0.467785	0.000349
SH3BGRL	6451	26	0.730822	0.637242	0.052528
SH3BGRL2	83699	33	0.076619	0.703513	0.005820
SH3BGRL3	83442	24	1.956860	0.613662	0.140063
SH3BP1	23616	37	5.053741	0.734198	0.361170
SH3BP2	6452	32	7.863867	0.695842	0.561804
SH3BP4	23677	47	6.310843	0.791516	0.450923
SH3BP5	9467	31	0.618187	0.686418	0.044486
SH3BP5-AS1	100505696	17	0.618187	0.518585	0.044486
SH3BP5L	80851	8	0.000000	0.357666	0.000349
SH3D19	152503	25	0.000001	0.625452	0.000350
SH3D21	79729	12	0.000000	0.432283	0.000349
SH3GL1	6455	30	4.451258	0.676906	0.318155
SH3GL2	6456	115	14.976841	0.931791	0.879807
SH3GL3	6457	39	6.204589	0.746917	0.443337
SH3GLB1	51100	38	5.076856	0.740700	0.362821
SH3GLB2	56904	31	2.864695	0.686418	0.204879
SH3KBP1	30011	81	11.568861	0.889411	0.826329
SH3PXD2A	9644	31	7.022735	0.686418	0.501750
SH3PXD2B	285590	20	5.697800	0.562385	0.407154
SH3RF1	57630	17	3.559630	0.518585	0.254496
SH3RF2	153769	27	1.274873	0.648368	0.091371
SH3RF3	344558	1	0.000000	0.030678	0.000349
SH3RF3-AS1	100287216	3	0.000000	0.150657	0.000349
SH3TC1	54436	4	0.000000	0.210647	0.000349
SH3TC2	79628	14	1.941822	0.467785	0.138989
SH3YL1	26751	9	0.000000	0.376630	0.000349
SHANK1	50944	15	3.874376	0.485536	0.276967
SHANK2	22941	60	10.178912	0.841056	0.727091
SHANK2-AS3	220070	10	0.000000	0.395594	0.000349
SHANK3	85358	130	15.432768	0.943691	0.881977
SHARPIN	81858	20	4.667316	0.562385	0.333581
SHB	6461	40	2.146945	0.753135	0.153634
SHBG	6462	236	52.520150	0.981088	0.964440
SHC1	6464	234	91.451770	0.980760	0.981696
SHC2	25759	14	3.564514	0.467785	0.254844
SHC3	53358	28	1.814628	0.657881	0.129908
SHC4	399694	10	0.787138	0.395594	0.056549
SHCBP1	79801	26	0.000000	0.637242	0.000349
SHCBP1L	81626	4	0.115233	0.210647	0.008577
SHD	56961	11	0.493829	0.414531	0.035607
SHE	126669	22	0.500451	0.590082	0.036080
SHF	90525	6	0.000000	0.319738	0.000349
SHFM1	7979	45	3.845585	0.781336	0.274912
SHFM2	6463	1	0.000000	0.030678	0.000349
SHFM3	100049542	8	0.000000	0.357666	0.000349
SHH	6469	221	115.548480	0.978467	0.986544
SHISA2	387914	3	0.000000	0.150657	0.000349
SHISA3	152573	8	0.000000	0.357666	0.000349
SHISA4	149345	10	0.000000	0.395594	0.000349
SHISA5	51246	6	0.884711	0.319738	0.063515
SHISA6	388336	82	0.110169	0.891109	0.008215
SHISA7	729956	5	0.000000	0.270637	0.000349
SHISA8	440829	2	0.000000	0.090667	0.000349
SHISA9	729993	52	0.006625	0.813190	0.000822
SHKBP1	92799	14	0.577768	0.467785	0.041600
SHMT1	6470	154	23.148680	0.957714	0.918705
SHMT2	6472	88	10.879976	0.900622	0.777144
SHOC2	8036	30	8.255764	0.676906	0.589784
SHOX	6473	8	7.437890	0.357666	0.531391
SHOX2	6474	48	0.757169	0.796329	0.054409
SHPK	23729	10	1.119362	0.395594	0.080268
SHPRH	257218	19	2.636336	0.547785	0.188575
SHQ1	55164	26	2.772057	0.637242	0.198265
SHROOM1	134549	4	0.980592	0.210647	0.070361
SHROOM2	357	25	1.767150	0.625452	0.126518
SHROOM3	57619	100	2.491739	0.916467	0.178252
SHROOM4	57477	5	0.980592	0.270637	0.070361
SI	6476	9	1.152818	0.376630	0.082657
SIAE	54414	45	6.537954	0.781336	0.467138
SIAH1	6477	57	11.403895	0.831468	0.814551
SIAH2	6478	44	8.749420	0.776245	0.625030
SIAH3	283514	6	0.000000	0.319738	0.000349
SIDT1	54847	13	2.303138	0.450034	0.164786
SIDT2	51092	8	0.000000	0.357666	0.000349
SIGIRR	59307	32	3.558196	0.695842	0.254393
SIGLEC1	6614	15	10.172331	0.485536	0.726621
SIGLEC10	89790	10	0.000000	0.395594	0.000349
SIGLEC11	114132	4	1.237820	0.210647	0.088726
SIGLEC12	89858	21	2.770664	0.576985	0.198166
SIGLEC14	100049587	6	3.013463	0.319738	0.215501
SIGLEC16	400709	13	0.000020	0.450034	0.000351
SIGLEC17P	284367	8	1.956880	0.357666	0.140064
SIGLEC18P	114184	1	0.000020	0.030678	0.000351
SIGLEC20P	114192	1	0.000020	0.030678	0.000351
SIGLEC21P	114194	1	0.000020	0.030678	0.000351
SIGLEC22P	114195	1	0.000020	0.030678	0.000351
SIGLEC24P	114196	1	0.000020	0.030678	0.000351
SIGLEC25P	114198	1	0.000020	0.030678	0.000351
SIGLEC26P	114185	1	0.000020	0.030678	0.000351
SIGLEC27P	114186	1	0.000020	0.030678	0.000351
SIGLEC28P	114187	1	0.000020	0.030678	0.000351
SIGLEC29P	114188	1	0.000020	0.030678	0.000351
SIGLEC30P	114190	1	0.000020	0.030678	0.000351
SIGLEC31P	114189	1	0.000020	0.030678	0.000351
SIGLEC5	8778	41	12.688760	0.759352	0.868916
SIGLEC6	946	17	4.872632	0.518585	0.348240
SIGLEC7	27036	20	7.310086	0.562385	0.522266
SIGLEC8	27181	28	7.654622	0.657881	0.546865
SIGLEC9	27180	18	6.948901	0.533185	0.496478
SIGLECL1	284369	49	0.000020	0.800544	0.000351
SIGMAR1	10280	52	19.698009	0.813190	0.902280
SIK1	150094	17	2.924358	0.518585	0.209139
SIK2	23235	19	0.000000	0.547785	0.000349
SIK3	23387	73	0.243255	0.874184	0.017717
SIKE1	80143	8	0.493849	0.357666	0.035609
SIL1	64374	18	0.627610	0.533185	0.045159
SIM1	6492	55	21.891294	0.824411	0.912720
SIM2	6493	32	7.150736	0.695842	0.510889
SIMC1	375484	21	1.654441	0.576985	0.118471
SIN3A	25942	211	59.203958	0.976428	0.969091
SIN3B	23309	63	12.159979	0.850008	0.866399
SIPA1	6494	36	7.433473	0.726527	0.531075
SIPA1L1	26037	69	2.705847	0.865369	0.193538
SIPA1L2	57568	55	1.292355	0.824411	0.092619
SIPA1L3	23094	14	0.000000	0.467785	0.000349
SIRPA	140885	109	27.490115	0.926109	0.930450
SIRPB1	10326	23	1.922791	0.601872	0.137631
SIRPB2	284759	49	0.392168	0.800544	0.028349
SIRPD	128646	14	0.000000	0.467785	0.000349
SIRPG	55423	28	0.007066	0.657881	0.000854
SIRT1	23411	436	189.598008	0.994591	0.993351
SIRT2	22933	91	34.512004	0.904943	0.944509
SIRT3	23410	116	45.727671	0.932703	0.958576
SIRT4	23409	29	8.233385	0.667393	0.588186
SIRT5	23408	67	19.770494	0.860388	0.902625
SIRT6	51548	88	34.079961	0.900622	0.943644
SIRT7	51547	26	6.378710	0.637242	0.455769
SIT1	27240	14	0.000000	0.467785	0.000349
SIVA1	10572	21	4.554844	0.576985	0.325551
SIX1	6495	112	28.047491	0.929020	0.931566
SIX2	10736	11	5.740068	0.414531	0.410172
SIX3	6496	48	13.371400	0.796329	0.872165
SIX3-AS1	100506108	1	0.000000	0.030678	0.000349
SIX4	51804	15	0.730822	0.485536	0.052528
SIX5	147912	18	1.849196	0.533185	0.132376
SIX6	4990	169	4.652717	0.964199	0.332538
SKA1	220134	32	2.834812	0.695842	0.202746
SKA2	348235	21	0.479355	0.576985	0.034574
SKA3	221150	20	0.413210	0.562385	0.029851
SKAP1	8631	58	7.391497	0.834996	0.528078
SKAP2	8935	56	4.061322	0.827939	0.290315
SKCG-1	100049615	1	0.956860	0.030678	0.068666
SKI	6497	78	32.218714	0.884058	0.939918
SKIDA1	387640	24	0.000962	0.613662	0.000418
SKIL	6498	72	14.665693	0.871980	0.878326
SKIV2L	6499	89	8.124051	0.902134	0.580380
SKIV2L2	23517	39	0.956881	0.746917	0.068668
SKOR1	390598	103	0.786558	0.919810	0.056507
SKOR2	652991	98	0.000005	0.914020	0.000350
SKP1	6500	253	56.314518	0.983550	0.967081
SKP1P1	6922	2	1.016575	0.090667	0.072930
SKP1P2	728622	1	0.021463	0.030678	0.001882
SKP2	6502	222	70.646419	0.978652	0.974847
SLA	6503	37	4.949142	0.734198	0.353702
SLA2	84174	16	0.375785	0.503287	0.027179
SLAIN1	122060	8	0.000000	0.357666	0.000349
SLAIN2	57606	35	0.000000	0.718856	0.000349
SLAMF1	6504	61	10.923389	0.844040	0.780244
SLAMF6	114836	36	5.179753	0.726527	0.370167
SLAMF7	57823	37	3.885831	0.734198	0.277785
SLAMF8	56833	10	0.000000	0.395594	0.000349
SLAMF9	89886	10	0.000000	0.395594	0.000349
SLBP	7884	159	20.315170	0.960039	0.905217
SLC10A1	6554	44	10.129886	0.776245	0.723590
SLC10A2	6555	113	25.624030	0.929944	0.926714
SLC10A3	8273	17	1.593233	0.518585	0.114101
SLC10A4	201780	33	1.944760	0.703513	0.139199
SLC10A5	347051	13	0.000962	0.450034	0.000418
SLC10A6	345274	6	0.000000	0.319738	0.000349
SLC10A7	84068	22	0.000008	0.590082	0.000350
SLC11A1	6556	56	12.834542	0.827939	0.869610
SLC11A2	4891	39	17.379605	0.746917	0.891244
SLC12A1	6557	53	16.310897	0.817354	0.886157
SLC12A2	6558	62	22.949154	0.847024	0.917755
SLC12A3	6559	51	14.228371	0.808975	0.876245
SLC12A4	6560	39	11.683057	0.746917	0.834482
SLC12A5	57468	32	10.663211	0.695842	0.761668
SLC12A6	9990	29	16.387684	0.667393	0.886523
SLC12A7	10723	31	5.655999	0.686418	0.404169
SLC12A8	84561	8	2.869358	0.357666	0.205212
SLC12A9	56996	92	2.882563	0.906299	0.206155
SLC13A1	6561	8	0.930356	0.357666	0.066774
SLC13A2	9058	17	2.881458	0.518585	0.206076
SLC13A3	64849	23	2.382024	0.601872	0.170418
SLC13A4	26266	5	0.924598	0.270637	0.066363
SLC13A5	284111	20	3.193979	0.562385	0.228389
SLC14A1	6563	44	14.286317	0.776245	0.876520
SLC14A2	8170	121	8.830745	0.936932	0.630836
SLC15A1	6564	56	22.923678	0.827939	0.917634
SLC15A2	6565	42	11.121236	0.765570	0.794370
SLC15A3	51296	9	0.000000	0.376630	0.000349
SLC15A4	121260	55	2.085890	0.824411	0.149275
SLC15A5	729025	20	0.000000	0.562385	0.000349
SLC16A1	6566	82	19.870705	0.891109	0.903102
SLC16A1-AS1	100506392	3	0.000000	0.150657	0.000349
SLC16A10	117247	22	0.000000	0.590082	0.000349
SLC16A11	162515	15	2.536181	0.485536	0.181425
SLC16A12	387700	21	0.000000	0.576985	0.000349
SLC16A13	201232	15	2.536181	0.485536	0.181425
SLC16A14	151473	3	0.000000	0.150657	0.000349
SLC16A2	6567	15	2.554315	0.485536	0.182719
SLC16A3	9123	21	0.995112	0.576985	0.071397
SLC16A4	9122	25	3.560435	0.625452	0.254553
SLC16A5	9121	21	0.924598	0.576985	0.066363
SLC16A6	9120	17	0.672414	0.518585	0.048358
SLC16A7	9194	21	8.392362	0.576985	0.599537
SLC16A8	23539	10	0.997484	0.395594	0.071567
SLC16A9	220963	95	0.000000	0.910349	0.000349
SLC17A1	6568	120	3.424305	0.936086	0.244834
SLC17A2	10246	6	0.000000	0.319738	0.000349
SLC17A3	10786	133	1.125199	0.945748	0.080685
SLC17A4	10050	65	2.975704	0.855287	0.212805
SLC17A5	26503	26	3.055196	0.637242	0.218481
SLC17A6	57084	14	3.802701	0.467785	0.271850
SLC17A7	57030	12	1.781238	0.432283	0.127524
SLC17A8	246213	8	1.949610	0.357666	0.139545
SLC17A9	63910	12	1.818882	0.432283	0.130212
SLC18A1	6570	53	8.502674	0.817354	0.607413
SLC18A2	6571	89	33.230366	0.902134	0.941943
SLC18A3	6572	25	3.718583	0.625452	0.265844
SLC18B1	116843	11	0.000000	0.414531	0.000349
SLC19A1	6573	122	38.897401	0.937714	0.951033
SLC19A2	10560	53	11.430920	0.817354	0.816480
SLC19A3	80704	33	10.474019	0.703513	0.748160
SLC1A1	6505	141	42.079711	0.950777	0.954547
SLC1A2	6506	149	49.070025	0.955205	0.962039
SLC1A3	6507	71	34.323529	0.869777	0.944132
SLC1A4	6509	44	8.545358	0.776245	0.610460
SLC1A5	6510	35	7.295528	0.718856	0.521226
SLC1A6	6511	10	3.985337	0.395594	0.284890
SLC1A7	6512	48	2.113566	0.796329	0.151251
SLC20A1	6574	40	10.838266	0.753135	0.774166
SLC20A2	6575	15	3.623242	0.485536	0.259037
SLC22A1	6580	128	14.937111	0.942265	0.879618
SLC22A10	387775	4	0.838290	0.210647	0.060201
SLC22A11	55867	118	3.663586	0.934394	0.261918
SLC22A12	116085	173	3.026880	0.965698	0.216459
SLC22A13	9390	15	0.000000	0.485536	0.000349
SLC22A14	9389	11	0.000000	0.414531	0.000349
SLC22A15	55356	5	0.838290	0.270637	0.060201
SLC22A16	85413	14	1.655362	0.467785	0.118537
SLC22A17	51310	10	0.000000	0.395594	0.000349
SLC22A18	5002	56	2.644223	0.827939	0.189138
SLC22A18AS	5003	13	0.736507	0.450034	0.052934
SLC22A2	6582	102	11.217637	0.918700	0.801252
SLC22A20	440044	7	3.467564	0.338702	0.247922
SLC22A23	63027	47	0.007202	0.791516	0.000864
SLC22A24	283238	6	0.913162	0.319738	0.065546
SLC22A25	387601	5	1.795150	0.270637	0.128517
SLC22A3	6581	135	13.564915	0.947060	0.873087
SLC22A4	6583	157	15.286425	0.959135	0.881281
SLC22A5	6584	206	8.960272	0.975307	0.640084
SLC22A6	9356	48	11.801590	0.796329	0.842945
SLC22A7	10864	65	1.339297	0.855287	0.095971
SLC22A8	9376	49	8.181136	0.800544	0.584456
SLC22A9	114571	15	0.788305	0.485536	0.056632
SLC23A1	9963	62	20.361940	0.847024	0.905440
SLC23A2	9962	63	22.206268	0.850008	0.914219
SLC23A3	151295	4	0.000000	0.210647	0.000349
SLC24A1	9187	8	2.225723	0.357666	0.159259
SLC24A2	25769	21	0.768974	0.576985	0.055252
SLC24A3	57419	39	0.980768	0.746917	0.070373
SLC24A4	123041	54	1.125141	0.820883	0.080681
SLC24A5	283652	38	7.161989	0.740700	0.511692
SLC25A1	6576	54	6.424302	0.820883	0.459024
SLC25A10	1468	64	3.672422	0.852737	0.262549
SLC25A11	8402	56	0.002327	0.827939	0.000516
SLC25A12	8604	47	1.144879	0.791516	0.082090
SLC25A13	10165	88	0.986349	0.900622	0.070772
SLC25A14	9016	21	4.844243	0.576985	0.346213
SLC25A15	10166	38	2.997619	0.740700	0.214370
SLC25A16	8034	35	0.000000	0.718856	0.000349
SLC25A17	10478	18	0.497297	0.533185	0.035855
SLC25A18	83733	30	0.000116	0.676906	0.000358
SLC25A19	60386	44	5.105518	0.776245	0.364867
SLC25A2	83884	23	0.000000	0.601872	0.000349
SLC25A20	788	39	5.299349	0.746917	0.378706
SLC25A21	89874	54	0.000000	0.820883	0.000349
SLC25A21-AS1	100129794	3	0.000000	0.150657	0.000349
SLC25A22	79751	28	2.252878	0.657881	0.161198
SLC25A23	79085	37	1.650226	0.734198	0.118170
SLC25A24	29957	38	2.323247	0.740700	0.166222
SLC25A24P1	727941	2	0.000002	0.090667	0.000350
SLC25A25	114789	27	0.008468	0.648368	0.000954
SLC25A26	115286	58	0.205277	0.834996	0.015006
SLC25A27	9481	30	7.062960	0.676906	0.504622
SLC25A28	81894	76	1.242675	0.880209	0.089072
SLC25A29	123096	17	0.000000	0.518585	0.000349
SLC25A3	5250	74	1.850943	0.876359	0.132501
SLC25A30	253512	17	0.000000	0.518585	0.000349
SLC25A30-AS1	100874259	1	0.000000	0.030678	0.000349
SLC25A31	83447	22	1.244422	0.590082	0.089197
SLC25A32	81034	38	1.956860	0.740700	0.140063
SLC25A33	84275	17	0.000000	0.518585	0.000349
SLC25A34	284723	17	0.000000	0.518585	0.000349
SLC25A35	399512	17	0.000000	0.518585	0.000349
SLC25A36	55186	21	1.497352	0.576985	0.107256
SLC25A37	51312	41	6.194389	0.759352	0.442609
SLC25A38	54977	22	11.740537	0.590082	0.838586
SLC25A38P1	441915	4	0.000000	0.210647	0.000349
SLC25A39	51629	30	2.382139	0.676906	0.170426
SLC25A3P1	163742	3	0.000000	0.150657	0.000349
SLC25A4	291	82	18.701555	0.891109	0.897537
SLC25A40	55972	20	1.113974	0.562385	0.079884
SLC25A41	284427	3	0.000000	0.150657	0.000349
SLC25A42	284439	21	0.000000	0.576985	0.000349
SLC25A43	203427	14	0.000000	0.467785	0.000349
SLC25A44	9673	46	7.857686	0.786426	0.561363
SLC25A45	283130	4	0.000000	0.210647	0.000349
SLC25A46	91137	68	1.579825	0.862938	0.113144
SLC25A47	283600	17	0.000000	0.518585	0.000349
SLC25A48	153328	30	0.000000	0.676906	0.000349
SLC25A5	292	62	7.457599	0.847024	0.532798
SLC25A5-AS1	100303728	4	0.000000	0.210647	0.000349
SLC25A51	92014	24	0.000000	0.613662	0.000349
SLC25A51P1	442229	3	0.000000	0.150657	0.000349
SLC25A52	147407	10	0.000000	0.395594	0.000349
SLC25A53	401612	7	0.000000	0.338702	0.000349
SLC25A5P1	266623	3	0.587189	0.150657	0.042273
SLC25A5P2	344371	3	0.587189	0.150657	0.042273
SLC25A5P3	222005	3	0.587189	0.150657	0.042273
SLC25A5P4	100131027	3	0.587189	0.150657	0.042273
SLC25A5P5	442525	3	0.587189	0.150657	0.042273
SLC25A5P6	644042	3	0.587189	0.150657	0.042273
SLC25A5P7	442255	3	0.587189	0.150657	0.042273
SLC25A5P8	392301	3	0.587189	0.150657	0.042273
SLC25A5P9	100133074	3	0.587189	0.150657	0.042273
SLC25A6	293	59	5.549405	0.838072	0.396559
SLC26A1	10861	3	0.000000	0.150657	0.000349
SLC26A10	65012	3	0.000000	0.150657	0.000349
SLC26A11	284129	10	2.015878	0.395594	0.144277
SLC26A2	1836	37	5.522958	0.734198	0.394671
SLC26A3	1811	49	10.306170	0.800544	0.736177
SLC26A4	5172	57	22.438773	0.831468	0.915326
SLC26A4-AS1	286002	3	0.000000	0.150657	0.000349
SLC26A5	375611	27	17.458087	0.648368	0.891618
SLC26A6	65010	31	11.305209	0.686418	0.807505
SLC26A7	115111	20	2.317895	0.562385	0.165840
SLC26A8	116369	25	0.957445	0.625452	0.068708
SLC26A9	115019	55	6.063734	0.824411	0.433280
SLC27A1	376497	24	5.600300	0.613662	0.400193
SLC27A2	11001	32	9.784456	0.695842	0.698928
SLC27A3	11000	27	4.245382	0.648368	0.303456
SLC27A4	10999	44	6.961476	0.776245	0.497376
SLC27A5	10998	12	3.175751	0.432283	0.227088
SLC27A6	28965	25	1.171946	0.625452	0.084023
SLC28A1	9154	25	1.820097	0.625452	0.130298
SLC28A2	9153	28	6.311881	0.657881	0.450997
SLC28A3	64078	30	7.637853	0.676906	0.545667
SLC29A1	2030	62	15.493140	0.847024	0.882265
SLC29A2	3177	38	7.888874	0.740700	0.563589
SLC29A3	55315	39	4.428271	0.746917	0.316514
SLC29A4	222962	10	5.317243	0.395594	0.379983
SLC2A1	6513	148	65.408966	0.954692	0.972357
SLC2A10	81031	38	2.223478	0.740700	0.159099
SLC2A11	66035	11	1.905190	0.414531	0.136374
SLC2A12	154091	28	6.499929	0.657881	0.464423
SLC2A13	114134	72	1.742185	0.871980	0.124736
SLC2A14	144195	16	1.905190	0.503287	0.136374
